meta_key,source_file,discovery_methods,api_write,content_write_policy,geo_status
_chroma_es_about_hero_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_leadership_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_mission_quote,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_nutrition_bullet1_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_nutrition_bullet2_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_nutrition_bullet3_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_nutrition_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_nutrition_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_philanthropy_bullet1_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_philanthropy_bullet2_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_philanthropy_bullet3_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_philanthropy_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_philanthropy_subtitle,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_philanthropy_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_stat1_label,chroma-excellence-theme/inc/about-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_stat2_label,chroma-excellence-theme/inc/about-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_stat3_label,chroma-excellence-theme/inc/about-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_stat4_label,chroma-excellence-theme/inc/about-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_story_paragraph1,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_story_paragraph2,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_story_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value1_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value1_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value2_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value2_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value3_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value3_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value4_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_value4_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_values_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_about_values_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_content,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,update_post_meta|get_post_meta,"content/{id}; seo/meta/{id}","allowed on content/{id}","private by default"
_chroma_es_curriculum_cta_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_cta_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_env_badge,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_env_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_env_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_framework_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_framework_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_hero_badge,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_hero_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_hero_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_assessments_bullet1,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_assessments_bullet2,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_assessments_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_assessments_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_screenings_bullet1,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_screenings_bullet2,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_screenings_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_screenings_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_tracking_bullet1,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_tracking_bullet2,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_tracking_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestone_tracking_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestones_subtitle,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_milestones_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_academic_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_academic_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_creative_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_creative_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_emotional_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_emotional_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_physical_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_physical_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_social_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_pillar_social_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_stage_discovery_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_stage_discovery_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_stage_foundation_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_stage_foundation_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_stage_readiness_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_stage_readiness_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_timeline_badge,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_timeline_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_timeline_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_zone_atelier_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_zone_atelier_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_zone_construction_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_zone_construction_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_zone_literacy_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_curriculum_zone_literacy_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_excerpt,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,update_post_meta|get_post_meta,"content/{id}; seo/meta/{id}","allowed on content/{id}","private by default"
_chroma_es_history,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_faq_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_faq_items_json,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_faq_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_hero_cta_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_hero_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_hero_secondary_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_hero_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_locations_cta_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_locations_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_locations_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_prismpath_cards_json,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_prismpath_cta_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_prismpath_eyebrow,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_prismpath_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_prismpath_readiness_desc,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_prismpath_readiness_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_prismpath_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_home_stats_json,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_address,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_ages_served,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_city,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_description,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_director_bio,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_hero_review_author,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_hero_review_text,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_hero_subtitle,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_open_text,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_school_pickups,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_seo_content_text,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_seo_content_title,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_location_tagline,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_meta_description,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,"content/{id}; seo/meta/{id}","allowed on content/{id}","private by default"
_chroma_es_parents_essentials_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_event1_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_event1_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_event2_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_event2_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_event3_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_event3_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_events_badge,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_events_description,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_events_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq1_answer,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq1_question,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq2_answer,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq2_question,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq3_answer,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq3_question,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq_description,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_faq_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_hero_badge,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_hero_description,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_hero_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_menu1_subtitle,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_menu1_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_menu2_subtitle,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_menu2_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_menu3_subtitle,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_menu3_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_nutrition_badge,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_nutrition_description,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_nutrition_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_referral_button_text,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_referral_description,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_referral_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_enrollment_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_enrollment_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_handbook_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_handbook_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_prekga_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_prekga_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_procare_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_procare_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_tuition_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_tuition_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_waitlist_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_resource_waitlist_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety1_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety1_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety2_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety2_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety3_desc,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety3_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety_description,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_parents_safety_title,chroma-excellence-theme/inc/parents-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_age_range,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_cta_text,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_features,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_hero_description,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_hero_title,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_prism_description,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_prism_focus_items,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_prism_title,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_schedule_items,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_program_schedule_title,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_es_seo_title,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,"content/{id}; seo/meta/{id}","allowed on content/{id}","private by default"
_chroma_es_title,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,update_post_meta|get_post_meta,"content/{id}; seo/meta/{id}","allowed on content/{id}","private by default"
_chroma_ga_pre_k_accepted,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-advanced-schema.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
_chroma_google_maps_cid,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-advanced-schema.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_is_event_venue,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-advanced-schema.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
_chroma_license_number,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_license_number,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-advanced-schema.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_needs_review,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-schema-editor-metabox.php,get_post_meta,"content/{id}; seo/meta/{id}","blocked on content/{id}","never public"
_chroma_open_house_date,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-advanced-schema.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
_chroma_schema_confidence,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-schema-editor-metabox.php,update_post_meta|get_post_meta,"seo/schema/{id} preferred; content/{id}","blocked on content/{id}","never public"
_chroma_schema_data,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-schema-editor-metabox.php,get_post_meta,"seo/schema/{id} preferred; content/{id}","blocked on content/{id}","never public"
_chroma_schema_override,chroma-excellence-theme/inc/class-program-enhancements.php,get_post_meta,"seo/schema/{id} preferred; content/{id}","blocked on content/{id}","never public"
_chroma_school_config,plugins/chroma-school-dashboard/inc/class-post-type.php,update_post_meta|get_post_meta,"school dashboard route preferred; content/{id} raw","blocked on content/{id}","never public"
