kind,name,path,target,status,notes
wp-hook,chroma_monthly_seo_event,chroma-excellence-theme/inc/monthly-seo-cron.php,action,inventory,
wp-hook,init,chroma-excellence-theme/inc/nav-menus.php,action,inventory,
wp-hook,send_headers,chroma-excellence-theme/inc/nav-menus.php,action,inventory,
wp-hook,wp_update_nav_menu,chroma-excellence-theme/inc/nav-menus.php,action,inventory,
wp-hook,wp_update_nav_menu_item,chroma-excellence-theme/inc/nav-menus.php,action,inventory,
wp-hook,save_post_nav_menu_item,chroma-excellence-theme/inc/nav-menus.php,action,inventory,
wp-hook,customize_save_after,chroma-excellence-theme/inc/nav-menus.php,action,inventory,
wp-hook,switch_theme,chroma-excellence-theme/inc/nav-menus.php,action,inventory,
wp-hook,add_meta_boxes,chroma-excellence-theme/inc/parents-page-meta.php,action,inventory,
wp-hook,save_post,chroma-excellence-theme/inc/parents-page-meta.php,action,inventory,
wp-hook,save_post,chroma-excellence-theme/inc/parents-page-meta.php,action,inventory,
wp-hook,init,chroma-excellence-theme/inc/performance-optimizations.php,action,inventory,
wp-hook,save_post_program,chroma-excellence-theme/inc/performance-optimizations.php,action,inventory,
wp-hook,admin_init,chroma-excellence-theme/inc/performance-optimizations.php,action,inventory,
wp-hook,add_meta_boxes,chroma-excellence-theme/inc/privacy-page-meta.php,action,inventory,
wp-hook,save_post,chroma-excellence-theme/inc/privacy-page-meta.php,action,inventory,
wp-hook,save_post,chroma-excellence-theme/inc/privacy-page-meta.php,action,inventory,
wp-hook,customize_register,chroma-excellence-theme/inc/program-settings.php,action,inventory,
wp-hook,updated_option,chroma-excellence-theme/inc/program-settings.php,action,inventory,
wp-hook,added_option,chroma-excellence-theme/inc/program-settings.php,action,inventory,
wp-hook,after_switch_theme,chroma-excellence-theme/inc/program-settings.php,action,inventory,
wp-hook,add_meta_boxes,chroma-excellence-theme/inc/schema-meta-boxes.php,action,inventory,
wp-hook,save_post_page,chroma-excellence-theme/inc/schema-meta-boxes.php,action,inventory,
wp-hook,save_post_location,chroma-excellence-theme/inc/schema-meta-boxes.php,action,inventory,
wp-hook,save_post_program,chroma-excellence-theme/inc/schema-meta-boxes.php,action,inventory,
wp-hook,send_headers,chroma-excellence-theme/inc/security.php,action,inventory,
wp-hook,after_setup_theme,chroma-excellence-theme/inc/setup.php,action,inventory,
wp-hook,after_setup_theme,chroma-excellence-theme/inc/setup.php,action,inventory,
wp-hook,add_meta_boxes,chroma-excellence-theme/inc/stories-page-meta.php,action,inventory,
wp-hook,save_post,chroma-excellence-theme/inc/stories-page-meta.php,action,inventory,
asset-ref,assets/images/chroma-logo.png,chroma-excellence-theme/page-newsroom.php,chroma-excellence-theme/assets/images/chroma-logo.png,exists,
asset-ref,assets/images/chroma-logo.png,chroma-excellence-theme/page-newsroom.php,chroma-excellence-theme/assets/images/chroma-logo.png,exists,
asset-ref,assets/images/chroma-logo-highres.png,chroma-excellence-theme/page-newsroom.php,chroma-excellence-theme/assets/images/chroma-logo-highres.png,exists,
asset-ref,assets/images/logo_chromacropped_140x140.webp,chroma-excellence-theme/single-city.php,chroma-excellence-theme/assets/images/logo_chromacropped_140x140.webp,exists,
asset-ref,assets/js/chart.min.js,chroma-excellence-theme/single-program.php,chroma-excellence-theme/assets/js/chart.min.js,exists,
asset-ref,assets/images/logo_chromacropped_70x70.webp,chroma-excellence-theme/single.php,chroma-excellence-theme/assets/images/logo_chromacropped_70x70.webp,exists,
asset-ref,assets/images/logo_chromacropped_70x70.webp,chroma-excellence-theme/single.php,chroma-excellence-theme/assets/images/logo_chromacropped_70x70.webp,exists,
asset-ref,assets/images/logo_chromacropped_140x140.webp,chroma-excellence-theme/single.php,chroma-excellence-theme/assets/images/logo_chromacropped_140x140.webp,exists,
asset-ref,assets/images/early-start/synergy-classroom.jpg,chroma-excellence-theme/template-parts/home/hero.php,chroma-excellence-theme/assets/images/early-start/synergy-classroom.jpg,exists,
wp-hook,wp_head,chroma-excellence-theme/template-program-early-start.php,action,inventory,
asset-ref,assets/js/chart.min.js,chroma-excellence-theme/template-program-kindergarten.php,chroma-excellence-theme/assets/js/chart.min.js,exists,
wp-hook,wp_head,chroma-excellence-theme/template-program-rising-kindergarten.php,action,inventory,
asset-ref,assets/js/chart.min.js,chroma-excellence-theme/template-program-rising-kindergarten.php,chroma-excellence-theme/assets/js/chart.min.js,exists,
wp-hook,wp_head,chroma-excellence-theme/template-program-rising-prek.php,action,inventory,
asset-ref,assets/js/chart.min.js,chroma-excellence-theme/template-program-rising-prek.php,chroma-excellence-theme/assets/js/chart.min.js,exists,
php-include,wp-load.php,debug-meta.php,wp-load.php,missing,
php-include,wp-load.php,diag-rewrite.php,wp-load.php,missing,
wp-hook,template_redirect,html-samples/homepage.html,action,inventory,
wp-hook,template_redirect,html-samples/homepage.html,action,inventory,
shortcode,chroma_acquisition_form,html-samples/homepage.html,,inventory,
shortcode,chroma_tour_form,html-samples/homepage.html,,inventory,
wp-hook,init,old_controller.php,action,inventory,
wp-hook,query_vars,old_controller.php,filter,inventory,
wp-hook,template_redirect,old_controller.php,action,inventory,
wp-hook,wp_ajax_cqa_frontend_login,old_controller.php,action,inventory,
wp-hook,wp_ajax_nopriv_cqa_frontend_login,old_controller.php,action,inventory,
wp-hook,wp_ajax_cqa_oauth_callback,old_controller.php,action,inventory,
wp-hook,wp_ajax_nopriv_cqa_oauth_callback,old_controller.php,action,inventory,
wp-hook,wp_sitemaps_add_provider,old_controller.php,filter,inventory,
wp-hook,wpseo_exclude_from_sitemap_by_url,old_controller.php,filter,inventory,
wp-hook,rank_math/sitemap/exclude_urls,old_controller.php,filter,inventory,
wp-hook,wp_head,old_controller.php,action,inventory,
rewrite-rule,^qa-reports/login/?$,old_controller.php,,inventory,
rewrite-rule,^qa-reports/auth/callback/?$,old_controller.php,,inventory,
rewrite-rule,^qa-reports/.*,old_controller.php,,inventory,
rewrite-rule,^qa-reports/?$,old_controller.php,,inventory,
ajax-action,cqa_frontend_login,old_controller.php,ajax_login,inventory,
ajax-action,cqa_frontend_login,old_controller.php,ajax_login,inventory,
ajax-action,cqa_oauth_callback,old_controller.php,oauth_callback,inventory,
ajax-action,cqa_oauth_callback,old_controller.php,oauth_callback,inventory,
js-import,./components/layout/Shell,plugins/QA-Report-App/chroma-qa-reports/build-env/src/App.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell/index.js,exists,
js-import,./components/common/ErrorBoundary,plugins/QA-Report-App/chroma-qa-reports/build-env/src/App.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/common/ErrorBoundary|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/common/ErrorBoundary.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/common/ErrorBoundary.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/common/ErrorBoundary.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/common/ErrorBoundary.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/common/ErrorBoundary/index.js,exists,
js-import,../../utils/helpers,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/dashboard/NeedsAttention.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/dashboard/../../utils/helpers|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/dashboard/../../utils/helpers.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/dashboard/../../utils/helpers.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/dashboard/../../utils/helpers.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/dashboard/../../utils/helpers.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/dashboard/../../utils/helpers/index.js,exists,
js-import,./Sidebar,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Sidebar|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Sidebar.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Sidebar.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Sidebar.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Sidebar.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Sidebar/index.js,exists,
js-import,../common/ConflictModal,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/ConflictModal|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/ConflictModal.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/ConflictModal.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/ConflictModal.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/ConflictModal.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/ConflictModal/index.js,exists,
js-import,../common/SessionExpiredModal,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/SessionExpiredModal|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/SessionExpiredModal.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/SessionExpiredModal.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/SessionExpiredModal.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/SessionExpiredModal.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/SessionExpiredModal/index.js,exists,
js-import,../common/OfflineBanner,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/Shell.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/OfflineBanner|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/OfflineBanner.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/OfflineBanner.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/OfflineBanner.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/OfflineBanner.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/layout/../common/OfflineBanner/index.js,exists,
js-import,./AddSchoolModal,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/schools/SchoolsList.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/schools/AddSchoolModal|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/schools/AddSchoolModal.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/schools/AddSchoolModal.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/schools/AddSchoolModal.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/schools/AddSchoolModal.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/schools/AddSchoolModal/index.js,exists,
js-import,../../utils/image,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ChecklistItem.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../utils/image|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../utils/image.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../utils/image.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../utils/image.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../utils/image.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../utils/image/index.js,exists,
js-import,../common/PhotoThumbnail,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ChecklistItem.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../common/PhotoThumbnail|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../common/PhotoThumbnail.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../common/PhotoThumbnail.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../common/PhotoThumbnail.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../common/PhotoThumbnail.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../common/PhotoThumbnail/index.js,exists,
js-import,../../stores/useUIStore,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ChecklistItem.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../stores/useUIStore|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../stores/useUIStore.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../stores/useUIStore.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../stores/useUIStore.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../stores/useUIStore.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/../../stores/useUIStore/index.js,exists,
js-import,./steps/StepSchool,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ReportWizard.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepSchool|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepSchool.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepSchool.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepSchool.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepSchool.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepSchool/index.js,exists,
js-import,./steps/StepMetadata,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ReportWizard.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepMetadata|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepMetadata.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepMetadata.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepMetadata.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepMetadata.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepMetadata/index.js,exists,
js-import,./steps/StepChecklist,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ReportWizard.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist/index.js,exists,
js-import,./steps/StepPhotos,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ReportWizard.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos/index.js,exists,
js-import,./steps/StepAISummary,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ReportWizard.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepAISummary|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepAISummary.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepAISummary.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepAISummary.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepAISummary.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepAISummary/index.js,exists,
js-import,./steps/StepReview,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/ReportWizard.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepReview|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepReview.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepReview.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepReview.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepReview.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepReview/index.js,exists,
js-import,../ChecklistItem,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/checklist/ChecklistSection.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/checklist/../ChecklistItem|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/checklist/../ChecklistItem.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/checklist/../ChecklistItem.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/checklist/../ChecklistItem.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/checklist/../ChecklistItem.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/checklist/../ChecklistItem/index.js,exists,
js-import,../../../utils/helpers,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepAISummary.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/helpers|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/helpers.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/helpers.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/helpers.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/helpers.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/helpers/index.js,exists,
js-import,../../../utils/image,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/image|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/image.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/image.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/image.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/image.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../../utils/image/index.js,exists,
js-import,../../common/upload/PhotoUploader,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/upload/PhotoUploader|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/upload/PhotoUploader.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/upload/PhotoUploader.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/upload/PhotoUploader.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/upload/PhotoUploader.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/upload/PhotoUploader/index.js,exists,
js-import,../../common/PhotoThumbnail,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepPhotos.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/PhotoThumbnail|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/PhotoThumbnail.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/PhotoThumbnail.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/PhotoThumbnail.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/PhotoThumbnail.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/../../common/PhotoThumbnail/index.js,exists,
js-import,./StepChecklist,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepReview.jsx,plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/components/wizard/steps/StepChecklist/index.js,exists,
js-import,./App,plugins/QA-Report-App/chroma-qa-reports/build-env/src/index.js,plugins/QA-Report-App/chroma-qa-reports/build-env/src/App|plugins/QA-Report-App/chroma-qa-reports/build-env/src/App.js|plugins/QA-Report-App/chroma-qa-reports/build-env/src/App.jsx|plugins/QA-Report-App/chroma-qa-reports/build-env/src/App.mjs|plugins/QA-Report-App/chroma-qa-reports/build-env/src/App.json|plugins/QA-Report-App/chroma-qa-reports/build-env/src/App/index.js,exists,
js-import,./index.css,plugins/QA-Report-App/chroma-qa-reports/build-env/src/index.js,plugins/QA-Report-App/chroma-qa-reports/build-env/src/index.css,exists,
wp-hook,plugins_loaded,plugins/QA-Report-App/chroma-qa-reports/chroma-qa-reports.php,action,inventory,
rest-route,/insights/company,plugins/QA-Report-App/chroma-qa-reports/includes/ai/class-comparative-insights.php,'cqa/v1',inventory,
wp-hook,rest_api_init,plugins/QA-Report-App/chroma-qa-reports/includes/ai/class-comparative-insights.php,action,inventory,
rest-route,/photos/analyze,plugins/QA-Report-App/chroma-qa-reports/includes/ai/class-photo-analyzer.php,'cqa/v1',inventory,
rest-route,/photos/batch-analyze,plugins/QA-Report-App/chroma-qa-reports/includes/ai/class-photo-analyzer.php,'cqa/v1',inventory,
wp-hook,rest_api_init,plugins/QA-Report-App/chroma-qa-reports/includes/ai/class-photo-analyzer.php,action,inventory,
rest-route,/analytics/school/(?P<id>\d+)/trend,plugins/QA-Report-App/chroma-qa-reports/includes/analytics/class-trends.php,'cqa/v1',inventory,
rest-route,/analytics/regional,plugins/QA-Report-App/chroma-qa-reports/includes/analytics/class-trends.php,'cqa/v1',inventory,
rest-route,/analytics/company,plugins/QA-Report-App/chroma-qa-reports/includes/analytics/class-trends.php,'cqa/v1',inventory,
rest-route,/analytics/school/(?P<id>\d+)/export,plugins/QA-Report-App/chroma-qa-reports/includes/analytics/class-trends.php,'cqa/v1',inventory,
wp-hook,rest_api_init,plugins/QA-Report-App/chroma-qa-reports/includes/analytics/class-trends.php,action,inventory,
rest-route,/me,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/schools,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/schools/(?P<id>\d+),plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/settings/available-models,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+),plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+)/responses,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+)/pdf,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+)/generate-summary,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/upload-doc,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/manifest,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+)/photos,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/photos/(?P<id>\d+),plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/ai/parse-document,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/checklists/(?P<type>[a-z0-9_]+),plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/schools/(?P<id>\d+)/reports,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/settings,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/monday/test,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE,inventory,
rest-route,/monday/workspaces,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE,inventory,
rest-route,/monday/boards,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE,inventory,
rest-route,/monday/boards/setup,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE,inventory,
rest-route,/monday/boards/(?P<id>[\w-]+)/setup,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE,inventory,
rest-route,/reports/(?P<id>\d+)/sync-monday,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE,inventory,
rest-route,/stats,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/system-check,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+)/versions,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+)/versions/(?P<version>\d+),plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
